Content,Classify
"Áo như hình , chất vải k mỏng cũng k dày mà mềm lắm nha , giao hàng nhah , giá này nà mua dc áo ntn là oke khỏi bàn nè",1
Mua quần áo cho cháu nhưng mẹ cháu khen mặc khá vừa vặn chất rất ok giao hàng nhanh 👌🏻👌🏻👌🏻👌🏻 se ủng hộ shop tiếp,1
"Áo đẹp lắm, sẽ còn ủng hộ tiếp, chuẩn hình, chất vải dày dặn, đáng đồng tiền. Mặc lên nhìn trông trẻ.",1
Siêu ưng luôn. Với giá đấy thì phải nói chất lượng áo quá tuyệt vời. Giao hơi lâu nhưng bù lại hàng đẹp xuất sắc. Shop thân thiện cực luôn,1
"Hàng về đẹp lắm mọi người ạ, mình không nghĩ với giá này mà chất vải lại tốt đến vậy đâu, có điều là tay áo hơi ngắn",1
"Mình mua 1 lúc 3sp, đúng mua kiểu phó mặc nhưng hàng về rất ưng so với giá tiền nha, ck mình hay chê thế mà nay k chê đc câu nào, vừa bảo đặt thêm cái áo sơ mi 🤣🤣🤣",1
Giá rẻ nhưng chất quàn áo rất đẹp. Mình đặt mầu quần dior mà shop giao size mẫu cho mình. Còn màu quần thì đặt màu đen mà ra màu xanh. Mong shop giải quyết,1
"Shop này làm ăn gì mà kì cục quá đi hà,đồ đã rẻ mà còn đẹp nữa mặc vừa ý hết sức lun,v mà còn có thư cảm ơn quá nhiệt tình chu đáo, dự là sẽ tốn tiền dài dài vs shop nữa,đặt hqa hnay giao đến lun, nhanh như chớp, full sao cho shop nè,chúc shop bán thật đắt hàg nha",1
Áo đẹp nhìn sang. Giao đúng hẹn. Sẽ tiếp tục ủng hộ!!!!!!!!!!!!,1
"Áo siêu đẹp luôn. Giao nhanh. Shop nhiệt tình,rep tin nhắn nhanh. Với giá này thì quá rẻ. Áo dày dặn. Shop còn để cái miếng bìa để áo không bị mất form. Đánh giá cho shop 5 ⭐️",1
Thời gian shop chuẩn bị hàng rất nhanh... áo đẹp.. vải mịn... giá tốt sẽ ủng hộ lần sau ạ....,1
Chất lượng sản phẩm tuyệt vời 🥰 đóng gói sản phẩm rất đẹp và chắc chắn ❤️,1
"Áo trắng thì ok, nhưng cái đen cổ áo hơn chặt, tay áo cũng chặt , mặc bó sát người cảm thấy khó chịu . thời gian giao hàng cũng ok .",0
Áo xịn giao hàng nhanh mà có điều sơ mi vàng nhìn kì kì 🥲 nói chung rất Okk rẻ đẹp,1
"Đặt 3 cái ,2 cái áo chất rất đẹp mất 1 cái áo hơi mỏng nhưng vẫn cho 5 sao vì shop tư vấn nhiệt tình , đóng gói hàng cẩn thận",1
"Shop giao hàng nhanh lắm luôn, chất thun co giãn, đúng size. Ưng bụng lắm, sẽ ủng hộ shop tiếp",1
Vải khá mỏng không thấm mồ hôi. Kích thước khá lớn hơn tưởng tượng,0
nói chug shop ok nên mua nha ...........😁😁😁😁😁😁😁😁😁😁😁😁😁,1
Shop còn tặng khẩu trang nữa👍👍👍👍,1
"Hàng đẹp . giao hàng nhanh , sẽ ủng hộ thêm nhiều nữa . cảm ơn shop",1
Chất áo OK vải đẹp hình in chưa đc sắc nét nhưng giá như vậy thì OK nhé sẽ ủng hộ shop thêm 💕,1
"Giao hàng nhanh, áo vải mát và đẹp lắm ạ. Có cả thư cảm ơn nữa. Mọi người nên mua nha 😊",1
okkkkkkkkkkkkkkkkkkkkk,0
Giao hàng nhanh. Mới đặt hôm qa hôm nay đã giao rồi. Chất lượng tốt. Vải đẹp nhưng k co giãn nhiều. Nchung giá rẻ mà được hàng vậy thì k có gì chê,1
"Áo đep lắm . Shop nhiệt tình . Ship nhanh . Áo vải đẹp lắm . Se ung ho shop dai dai .,?!’lj",1
"Đồ giống y hình, rất đẹp , giao hàng nhanh . Chất lượng sản phẩm tuyệt vời",1
"Áo chất khá đẹp, giao hàng nhanh. Lần thứ 2mua tại shop.. Ưng ý.....",1
"Shop nhiệt tình, giao hàng nhanh, đóng gói tốt, vải chất liệu tốt, mát mẻ. Tuy nhiên shop tặng kẹp và thun tóc chứ kphai là áo nhé",1
"Áo đẹp và shop cũng tư vấn sz nhiệt tình, giao hàng hơi lâu, thấy để phần quà tặng chờ nhập hàng j đó nma cuối cùng chỉ là 2c kẹp tóc ༎ຶ‿༎ຶ",1
"Lúc đầu shop tư vấn rất nhiệt tình dth, form áo cũng đẹp mình khá thích. Nhg mà khi mình giặt áo thì cái màu đen của cổ áo lem xuống phần áo bên dưới, coi như vứt cái áo rồi. Mình biết ko phải hoàn toàn lỗi shop nhg shop vẫn giải quyết giúp mình rất tốt. Xứng đáng 10 sao ⭐️",0
"QÁo form nhỏ, tăng size mặc cho thoải mái nhé mn, chất vải mỏng phù hợp giá tiền",1
Hiện quà tặng là 2 áo thun nhưng khi nhận chỉ có thun cột tóc vs kẹp thôi hơi bị hụt hẫng về shop,2
Áo ns chung ok. Nhưng rõ ghi quà tặng kèm là 2 áo khác nhưng k hề. Tặng kèm cặp tóc à. Này khác j lừa,2
"Áo form được nhưng viền cổ lật vào trong, đường may nhăn nên ko đc đẹp lắm. Áo màu đen nhìn nhanh sờn màu. Thích mỗi hình thêu. Nói chung tạm ổn thôi",0
Hàng đúng miêu tả. Đặt sz L nên hơi rộng,0
"Hình như shop giao sai mẫu, nhưng may là vẫn đúng size mình chọn và áo khá fit vào ng mình. Nhìn ngoài đời sẽ thấy tôn dáng hơn trong ảnh nhé",0
"Mặc thử vừa in mà hông đẹp lắm, chất có vẻ hơi nóng 🥹 giao hàng lâu nha",1
Cổ áo may hơi nhăn nhúm,2
"Áo không đẹp lắm, giao hàng nhanh, shop có nt vì lỗi hệ thống quà tặng",2
vài hơi nóng nếu mặc vào mùa này vào miền Bắc nha mn phần cổ mình thấy ở ngoài k đc xinh như trên ảnh á nma nên mua vì màu nó xinh nha,2
Có 4 vết bẩn trên áo. Mình đc tặng 3 dây thun và 1 kẹp tóc. Và các sản phẩm mình phía trên mình ko mua. Giao hàng nhanh shiper thân thiện,2
"bấm huỷ đơn nhưng shop vẫn giao, mà áo đẹp nên không sao tuy nhiên vải không thấm hút mồ hôi, bên ngoài sẽ vàng hơn",1
"Áo đẹp lắm nha mọi người,nên mua,sẽ ủng hộ shop lần sau",1
Đã nhận được hàng.kiểu dáng áo khá oki nhưng hơi rộng.mình 44kg mặc size s hơi rộng chút.,1
"áo chất đẹp, ship hàng nhanh nhưng mình mặc hơi chật, shop thân thiện lém",1
"Shop giao hàng nhanh, đóng gói cẩn thận, có quà tặng kèm. Tuy nhiên vải khá mỏng, form áo ôm, k co giãn, riêng mình thấy chất lượng chưa phù hợp với giá tiền",1
"Áo mỏng á, shop chuẩn bị hàng nhanh, ship nhanh, shipper thân thiện",1
"Áo nóng, vải nóng lắm. Mặc ngồi điều hòa thì được chứ cái trời mùa hè nóng như này mà mặc thì k ổn. Đường may thì rúm ró, nói chung là chán",2
"Áo y hình . Đúng với mô tả. Hình thêu đẹp k lo giặt phơi bị vỡ hình như hàng dán nhiệt. Tuy nhiên nhiều chỉ thừa( giá thành vậy thì thừa chỉ là ok), 4 sao vì bị rách lách(may trượt) 🤦🏻‍♀️ mình phải khâu lại . Buồn😭. M 1m 63 48kg mặc vừa đẹp ạ hơi ôm ôm nhưg thoải mái. Mặc mỏng mát thic mỗi tội cổ k co giãn nhiều. Mặc chui ra vào vẫn thoải mái nhưg cặp tóc mà mặc thì k lọt",2
M6 50kg mặc hơi kích cái nách. Ôm chứ k phải form rộng. Hoạ tiết như hình,0
Áo deppp anh shipo depp,1
"Áo chất cũng được, mặc lên cũng khá ổn, nch giá này thì chấp nhận được",0
"Áo tạm , bị dơ nhiều chất không đc đẹp do shop gọi điện xin lỗi nên đánh giá lên 4sao chứ 5 sao thì ko đc áo không như mong đợi .",0
"Áo đẹp ạ, hơi kích một chút ai thíc rộng thì tăng 1 sai sẽ thoải mái hơn ạ",1
"Áo mỏng lắm, màu be nhưng có thể thấy được bên trong. Phù hợp với giá tiền",2
Giao hàng nhanh. Săn trong live nên cũng rẻ . Mình nghĩ ai da trắng mặc sẽ tôn hơn ( tại màu be hơi ngả vàng ) . Có cái cổ áo thì k đẹp cho lắm.,0
Shop để mua 2 tặng 1 áo mà nhận hàng ko được tặng hơi thất vọng nhưng đổi lại vải đẹp áo y như hình nên cho shop 5sao hy vọng lần sau mua ủng hộ shop nói tặng thì nhớ tặng nhé!,2
"Áo đẹp, shop nước ngoài mà giao hàng nhanh lắm mn nên mua",1
Áo xinh lém,1
Nên mua nha mn ship 5 ngày đến mk cao 1m 53 38kg mặc vừa đẹp ạ,1
"Áo xinh lắm, hơn mình kì vọng luôn, còn chỉ thừa",1
"Áo đẹp ,mà màu kem vải dày hơn màu tím ,còn màu trắng cũng đẹp ,shop đăng ảnh sao hàng vậy ,dễ thương lắm a",1
"Shop quốc tế nhưng giao hàng nhanh lắm ý. Áo xinh cực, chất vải dày, co giãn tốt, ít chỉ thừa. Đáng mua lắm nha mn ơi",1
Thực sự đẹp luôn ấy mình kiếm áo này lâu lắm rồi này mặc với ống rộng đen đẹp lắm luôn có thang 10 sao ko chứ rẻ mà đẹp yêu shop quãi,1
"Vì là hàng quốc tế nên thời gian nhận hàng lâu. Nhưng áo rất là đẹp luôn, vải không hề mỏng đâu.",1
Sản phẩm đẹp lắm,1
Chất liệu:dệt kim,0
Giá thành rẻ so với chất lượng quá ổn luôn. Mặc lên rất xinh. Giao hàng lại nhanh nữa. Túm lại là mình sẽ mua thêm màu khác nữa.,1
áo ok lắm nhưng giao hơi lâu ô sờ kê kkk hihi hahahaha,1
"Dệt kim mỏng nhưng hợp mùa hè , áo xinh , cổ áo vắt ngược như kia lần đầu mình thấy ý nhưng chắc mặc như vậy không bị ngứa , nhìn cũng k bị lộ đâu.. ống áo hơi bẩn kb giặt sạch k nữa ...",0
Áo đẹp gói hàng cẩn thận mặc dù hàng quốc tế nhưng giao nhanh mặc thoải mái,1
"Áo nhận được rất đẹp nha, áo viền đỏ tay hơi ngắn",1
Áo siu đẹp nha mn ui. Áo k quá mỏng cx k quá dày mặc tôn dáng. Nên mua nhé,1
Okee lắm mn vải co dãn tốt lắm khoá kéo mượt mn nên mua nhaaaaaa,1
"Chất vải hơi mỏng nhưng mà đẹp, giao hàng cũng nhanh, tốt , đáng để mua",1
Vải khá mỏng. Mang dán ngực nhưng vẫn sợ lộ. Vì mỏng nên mặc thoải mái. Mát,0
"Áo lên form đẹp,tôn dáng nhưng phần bắp tay hơi thô,tạo cảm giác tay mình rất là to í,nhất là với mấy bạn tập,tay có cơ hoặc mấy bạn mũm mĩm",0
áo đẹp nha .. có cái tưởng thun ai ngờ len .. nhưng len k dày nên chc sẽ k nóng ..,1
"đóng gói cẩn thận, giao hàng nhanh, vải ôm, form ổn",1
"Vì là hàng quốc tế nên mất hơn 1 tuần mới tới nơi, không có chỉ thừa, áo đẹp nhưng thấy tay áo hơi ngắn ý",0
"Áo này mình thấy lên from rất xinh nha, vải hơi hơi mỏng xíu nhưng mặc lên không có bị lộ áo trong đâu, có chút chút chỉ thừa, đóng gói cẩn thận, có điều là đơn này giao hơi lâu xíu nha😅",1
"chất đẹp lắm, sẽ quay lại mua lần tiếp",1
"Hơi ngắn nhưng chất áo khá là ok, vải mềm tôi rất thích. Mặc cùng với quần cạp cao thì rất là ok mỗi tội cúc khó đút và khoảng cách giữ các lỗ hơi xa dễ bị lộ bên trong nếu không chú ý",1
sản phhaamr okla lắm nha nên mua,1
"Giao hàng đúng hạn, hàng nước ngoài nên lâu hơn bình thường. Đầy đủ sản phẩm, giống mẫu, chất liệu khá ổn, dày dặn. Nút áo cách hơi xa nên ngực to lễ lộ hàng. Nhưng chất lượng phì hợp giá cả. Sẽ ủng hộ tiếp!",0
Giao hơi lâu,2
"Hàng công ty, chất lượng rất tốt, vải mặc mát mẻ. Màu sắc và đường may rất đẹp. Mình sẽ mua thêm khi có nhu cầu.",1
"Combo 5c shop giao 5 màu không trùng nhau mình rất thích. Vải mặc mát,chất lượng tốt. Sẽ ủng hộ tiếp. À shop giao hàng nhanh lắm.",1
"Nhận đủ sản phẩm, 5 cái có 5 màu khác nhau chất vải cũng khác nhau, nhìn chung tất cả ok",1
"hàng shop đóng gói khá đẹp và sạch. vải thì May10 là ok r, rất mát, thấm mồ hôi. trong combo 5 chiếc thì nếu như shop bỏ cái màu xanh rêu đi thì đẹp nữa 🤣",1
"Hàng đẹp, mặc cảm thấy mát, giá thành hợp lý, thời gian giao hàng nhanh chóng và shop phục vụ rất tốt, sẽ tiếp tục ủng hộ lần sau, cảm ơn shop",1
"Chất quần đẹp tuyệt vời! Mặc chuẩn size rộng rãi thoải mái, giao hàng nhanh như một cơn lốc! Về chồng ưng lắm đây! Tuyệt vời!!!!!!!!!!!",1
Phù hợp túi tiền người tiêu dùng,1
"Sản phẩm rất đẹp , shop rất nhiệt tình , giao hàng nhanh , sẽ ủng hộ shop thêm lần sau",1
Đường may chắc chắn. Vải đẹp. Nên mua nha mn. Cách đây 2 năm mình có mua 1 lần rồi. Mặc đến bây giờ luôn á.,1
"Quần đẹp quá, chất mát cực. Mũi chỉ đẹp. Rất ưng ý. Tôi hơi khó tính mà ko chê đc gì luôn. Nên mua nha mn ơi 5*****",1
"Mua lần 2 mới dám đánh giá, mua lần 1 giao 2 quần đỏ không dám mặc luôn hihi..shop giao hàng nhanh chóng, 3 ngày từ hà nội vào sài gòn nhận được.không biết shop có nhận được tin nhắn trước khi giao hàng không nhưng lần này cảm thấy hài lòng. Thanks shop.",1
Sẽ ủng hộ shop nữa khi có nhu cầu. Mong được shop tặng thêm mã ưu đãi :)) hihi,1
"5c quần 5 loại vải khác nhau, 3c mỏng nhẹ mát hợp mặc mùa hè, 2c vải cứng nhiều nilon hơn mặc thu đông. Màu sắc đơn giản, ko có chỉ thừa, ncl ổn",0
"Giao hàng nhanh, đóng gói cẩn thận, chọn size theo mô tả rất vừa, chất lượng tốt, sẽ tiếp tục ủng hộ những lần sau",1
Size M phù hợp với người 62kg như mình,0
Dong goi gọn bao bi đẹp giao đủ số đúng size ở xa mad giao vậy là đảm bảo thơid gian ok,1
"Sản phẩm quần đùi nam chất liệu mỏng nhẹ mặc thoái mái sz xxl 86kg mặc thoái mái, rộng rãi.",1
"Chất liệu ok, nhận hàng đúng nhanh. Chuẩn bị làm thêm 5 cái nữa ""ăn"" dần.",1
"Vải sờ mát tay, đường may khá chắc chăn, ae nào mà muốn mặc thoải mái thì chọn lớn hơn một size là ok nha",1
"Quần rất đẹp,mua được hôm giảm giá nên rất thích,màu quần cũng đẹp.lần sau sẽ ủng hộ shop tiếp",1
"Bao bì gói thì quá cẩn thận , gọn đẹp.",1
Nhưng mỗi cái quần là chất liệu khác nhau chớ không hoàn toàn giống nhau. Mua cho ba nhưng quần may cũng khá đẹp,1
"Dịch 5 ngày nhận hàng là nhanh rồi. Hàng đúng giới thiệu, vải nhiều loại nhưng khá mát, nhẹ, đường may ổn, chỉ dây lưng hơi nhỏ. Định mua size M nhưng hết hàng lấy size L hơi dài chút nhưng lưng vừa 1,7m 63kg",1
"Đúng là hàng may 10,đường kim mũi chỉ cực nét,mình 62kg mặc size S vẫn vừa,may mắn dc 5 cái quần màu đều ưng ý.",1
"Hàng giao nhanh, sản phẩm đúng như hình ảnh quảng cáo, chất lượng sản phẩm phù hợp với giá tiền, sẽ ủng hộ lần sau",1
Ngại trả hàng vì mỗi lần trả hàng shiper còn ko thèm đến lấy chất vải mỏng pha nilong ko đẹp nhăn nhàu kém sang ko co dãn như video mình thấy một số shop khác bán cũng y sì quần như này chỉ khác mỗi logo giá còn chưa tới 50k(bấm vào sản phẩm tương tự sẽ thấy) vậy mà shop bán tận 81k thà shop để giá gốc bán đúng sản phẩm chất lượng chứ sale đi bán hàng kém chất lượng thất vọng vcl chắc mấy đánh giá 5* shop tự đánh giá hay sao có mấy cái đánh giá với ảnh y sì nhau mua về chán kinh,2
"Chất liệu:mua 3cái mà 2cái đúng mẫu,1cai thì vải gì dày bịt nhám xàm k biết",0
"Mình đặt size XL, shop bấm mac sai nên nhầm size M luôn, hazzzz, lưng quần rất nhỏ luôn ko thể mặc đc ấy🥴",2
Vì khu mình dịch ko thể ship nên mình dùng luôn. Tks,0
"Quần đẹp, đường chỉ may cũng đẹp nhưng có điều chất liệu vải mỏng quá ạ, mỏng như tơ luôn mọi người nên xem xét kĩ trước khi mua 🥲🥲",1
"Còn lại sản phẩm và dịch vụ đều ok, cskh nhã nhặn và nhiệt tình",1
"Lần trước mua quần đẹp chất vải đẹp, lần này mua lại chất lượng quần tương đương hàng chợ. :( đã từng tin tưởng shop mua vài làn rồi mà.",2
màu xanh tím than ko giống màu xanh tím than đã mua mấy chiếc lần trc của shop. giống màu xanh cổ vịt mà shop đăng hơn. hỏi thì shop giải thích là tuỳ lô hàng. tuy shop nói ss đổi trả nhưng vẫn là ko hài lòng. đáng ra nên nói rõ ngay khi KH đặt đơn. mùng 1 ko thích lằng nhằng thui ạ.,2
mua 1 lần của shop rồi đẹp mua lại lần 2 chỉ đổi sze nhưng thất vọng vì lần 2 chất quần k đẹp như lần 1 size to hơn nhưng thực tế lại nhỏ hơn lần đầu,2
"Vải Quần bình thường như Chợ. Vào siêu thị giá này mua có khi ngon hơn. Size 2XL ảo quá, mang chật hơn Size XL quần thường. Lưng quần thun thắt chặt quá.",2
"Shop gửi sai mẫu cho mình, 2c k giống nhau, mua 2 lần đều thất vọng, kb có nên tiếp tục k",2
"Đặt 2 cái cùng loại, khác màu. Đến lúc giao thì 2 cái khác kiểu, cái ngắn cái dài????. Chất lượng tạm. Chán chả buồn đổi lại cho mất thời gian.",2
Sản phẩm bị trộn vải. Sờ quần đen vải bí nóng. Ko co dãn và mềm như màu xám và xanh,2
"Màu xanh giặt lần 2 bị xổ vải phần mông, nhìn lộ rõ vải xổ, màu tím than thì k vấn đề j",2
Mới mua tầm tháng đã bị xù lông.,2
Hàng đúng như mô tả. Sẽ ủng hộ s themmemmmmmmmmmmmmmmmmm,0
"Đặt 1 cái màu đen, 1 màu chì nhưng lại giao 1 đen, 1 xanh than, chán",2
"Shop giao quần của hãng Mentoris, chất lượng hoạ tiết in không tốt, chuẩn bị hàng lâu...",2
"Sau khi mặc mấy hôm, quần xổ lông. Đúng là hàng kém chất lượng.",2
Sản phẩm. Bị lỗi không ..đường chỉ. Thì quá sức ẩu tả.,2
Hoi cao,2
Mới giặt 1 lần đã bung chỉ. Cần kiểm soát chất lượng kỹ hơn.,2
"Đến cái đai quần cũng phải cắt ghép, chán",2
Ghi chú 1 đen 1 xanh rêu rồi shop vẫn giao 2 đen,2
Màu sắc:đat mau xanh da troi giao mau den,2
Giao lâu qá trùi đấc,2
Shop giao ko đúng mầu,2
"Chất đẹp, nhưng shop phục vụ chưa tốt, m chọn nhầm size, hủy để đổi lại mà shop từ chối yêu cầu hủy và cứ gửi hàng",0
"Nhắn cho shop báo không vừa, sai màu. Shop gọi xong chuyển qua zalo hỗ trợ thì im re. Botay",2
"Giao hàng nhanh, chất mát mịn, nhưng màu không ưng lắm, nhiều màu sáng giống vải áo",0
Quần màu đỏ mận mặc như đồng bóng. Chất vải dày nóng bí. 5 cái quần thì chất liệu khác nhau,2
Trong 5 cái thì sau khi giặt 1 cái như này đây. Nhìn chán thật sự. Bị phai màu mà bạc như này đây ạ.,2
Màu sắc:chất lượng vải cứng vải poly pùhơp mặc mùa đông siêu ấm,1
"Giao hàng lâu kinh khủng, đã thế ông giao hàng còn liệng vào góc nhà chỗ khuất, chả thấy gọi gì cả, tìm mãi mới thấy",2
Mình đặt 2 set size L và 1 set size XL nhưng lại giao thiếu hàng. Xem và xử lý đơn hàng giúp mình,2
"Quần kiểu dáng ok,mặc thoải mái,chất liệu pha nilon nhiều nên k thấm mồ hôi lắm",1
"Giao hàng nhanh, chất liệu mát. Tuy nhiên trong hình là sét quần mầu khác, khi giao lại mầu khác.",0
"Sản phẩm phù hợp với giá thành, giao hàng nhanh, đóng gói cẩn thận",1
"Chất vải hơi mỏng, shop cho ngẫu nhiên nhưnh khi nhận thì thấy có 2 trong 5 quần ko thấy giống cái nào trong ảnh 🙂🙂🙂 màu như vậy ng già ai mặc được",2
"Quần chất liệu không giống nhau, cái dày cái mỏng. Đường chun lưng khá nhỏ",2
"Hàng rẻ tiền, mỏng và nói chung không đẹp, chất vải và đường may không tốt. Tiền nào của đó thôi.",2
"Trên ảnh màu thấy ưng, nhận hàng nhiều màu xấu. Chất vải mỏng, giá rẻ nên chấp nhận",2
Shop cho 5 màu nhìn xấu vãi chưởng. Chả cái nào giống trên ảnh. Mọi người cân nhắc trước khi mua,2
Size hơi nhỏ so với hướng dẫn. Chất liệu vải k phải coton. So với giá thì tạm chấp nhận.,0
"Quần sz M(61-70kg) mà nhỏ lắm, 64kg mặc ko vừa hic vải tương đối đẹp, quá rẻ cho combo5 quần luôn, hôm sau lại ủng hộ shop và mua lớn hơn 1sz mới vừa, gặp a shipper rất chu đáo và nhiệt tình(hình ảnh chỉ mang tính chất nhận xu)",1
"Hàng nhận được khá nhanh, đóng gói cẩn thận, tạm chấp nhận được với giá tiền",0
"Vải may quần là vải thừa của áo nên chất liệu ko giống nhau, cái chất đẹp cái chất xấu. Quần hơi ngắn. Đồng ý vải thừa nhưng mà có nhiều vải chỉ nên may áo, chứ tiết kiệm may quần thấy ko hợp lắm. Đường may thì đẹp.",2
"Đặt 5 khẩu trang, giao có 1 chiếc. Buồn. Quần nhiều nilon, phù hợp vs giá thôi. Chấp nhận được",0
"Hàng giao nhanh, Chất liệu Vải kém không giống như hình ảnh đăng, tương ứng với giá cả rẻ của nó. Tiền nào của đó. Khác xa lúc trước mình cũng đã mua nhiều lần. Cũng mã hàng này, Chất liệu Vải rất tốt, có những cái Vải của áo sơ mi, tông màu sáng đẹp. Nay không còn như thế nữa. Đề nghị Shop may 10 Vẫn giữ nguyên chất lượng sản phẩm cũ, nhưng có thể tăng lên mức giá cao hơn,chứ đừng làm như thế này, mất uy tín của mình bao năm có được.",0
Mình 60kg lấy size S có vẻ hơi ngắn hơn so vs quần mìh vẫn mặc,0
"Sản phẩm giao nhanh chóng, quần mỏng, chất liệu không đẹp, shop ghi cotton pha nhưng hầu như là nilon chứ ko đc cotton pha. Chả hiểu các bạn khác mua nói mặc mát là vì cái gì. Màu sắc ngẫu nhiên. Quần nam mà ko có túi. Kích thước chuẩn.",2
Vải hơi nóng nhưng do ít tiền,2
Hàng đẹp giao hàng đầy đủ nhưng shop lại không nói quần không có túi nên cho shop 3 sao,1
"Cỡ m bằng cỡ s. Vải mỏng dai, đường may khá tốt.",0
"Quần shop giao ngẫu nhiên 5 mẫu khá đẹp. Vải khác nhau cự kỳ luôn, lúc đầu nghĩ là cùng 1 chất liệu cho 5 cái. Giao hàng nhanh, đóng gói chỉ có một bịch nilong vàng và bao 5 cái quần bên trong. Hơi thất vọng về sp của May 10 lần này.",2
"Đúng 1 cái quần là ưng ý. Còn lại 4 cái pha nylon quá nhiều, mặc bí. Size cứ chọn trên 1 size là vừa đẹp. Nói chung cũng được so với giá tiền. Nếu có sản phẩm tốt hơn thì ưng ý hơn.",2
"5 cái thì 3 cái chất ko thấm hút mồ hôi, 2 cái tối màu thì mềm hơn. Dáng quần may đẹp, với chất liệu này giá ko hề rẻ nha.",2
Quần mua sale nên rẻ nhưng vải khá là nhiều nilon mặc không thoải mái lắm,2
Quần rộng so vs cỡ mặc mát chỉ phù hợp vs mặc ngủ,0
"Đã nhận hàng. Sản phẩm đúng 5 cái. Có điều 5 cái thì 3 loại vải ,nhất là cái màu hoa văn chán luôn. Giao hàng cũng nhanh.",2
"Với giá này thì chất liệu rất ổn nhưng màu thì ko giống hình chụp, với cả size nhỏ, ai muốn mặc thoải mái thì tăng thêm size",2
Khi cần sẽ ủng hộ tiếp nhà shop,1
Quần màu tương đồng nhau. Ko có cái nào nổi bật cả. Nên phân loại từng mầu theo độ tuổi thì tốt hơn,0
"Giao hàng nhanh, có ít chỉ thừa, đường may ổn. Nhưng 5 cái mà 3 loại vải. Chỉ có 1 cái là vải mềm, mát (cái ở trên cùng), 2 cái vải tàm tạm, nóng, 2 cái vải cứng, cực nóng (2 cái cuối)",2
"Tôi thích những sản phẩm tốt hơn nữa, quần chất mỏng, nhẹ có 1cái chất dày hơn khi giặt không biết có mềm hơn không, đường may khá đẹp",1
"4 cái chất mát,đẹp.mỗi cái màu xanh như vải mưa.rẻ nên chấp nhận đc",0
"Giá cả, chất lượng hợp lý. Giao hàng nhanh.",1
Lần 3 mua quần của shop,0
"Giá rất rẻ là lại hợp lý nữa, so với siêu thị thì quá là ok mọi người nên mua nha",1
"Dây thun quần không có đường may ở giữa. Màu quần hơi sáng. Được cái giá mềm, tạm hài lòng.",0
"Chất vải, đường may quá ok trong tầm giá 25k. Ko biết sau vài lần giặt nó ntn thôi. Đợi xem đã",0
"Quần nhiều chất, mua 5 cái thì dc 2 cái chất tạm được, còn lại mặc vào mùa đông thì hợp. Ck có vẻ k thích lắm, nhưng lỡ bấm nhận hàng rồi nên k làm j khác được.",2
"Lần đầu mua, hy vọng ck mình sẽ thấy ok",0
"Vải siêu mỏng nhẹ, thoáng mát. chun bé, đàn hồi- co giãn mạnh",1
"Hàng đẹp nhưng thời gian đóng gói lên đơn hơi lâu, đóng gói không cẩn thận. Nên mua các bạn nhé ;)",0
Quần vải đẹp nhưng sau khi giặt vải bị co rút lại như hình nên ko sử dụng được. Mặc dù giá rẻ!!!,2
mỗi quần 1 chất vải. tuy nhiên giá rẻ. form quần đường chỉ okokokokokokokokokokokokokokokokokokokokookokk,0
"Hình ảnh mang tính chất minh hoạ, chất vải ok, nhưng m chọn tăng size nhưng rồi vẫn hơi chật :(. Hoa văn thì có cái đc cái k ưng lắm nhưng k đc đổi",0
"Vải không quá dày cũng không quá mỏng, thích hợp mặc nhà. Nếu được chọn màu sắc thì tốt hơn. Có 1 quần có lỗi xước vải (hình).",2
Cũng được. Mát. Vải hơi mỏng.,0
"Giao ngẫu nhiên tuy nhiên màu sắc quá tối so với hình ảnh minh hoạ, thậm chí ko 1 màu nào giống minh hoạ!!!!",2
"Vải mát, may cẩn thận nhưng có nhiều màu tối xấu quá nên trừ 1 sao",0
Tôi rất hài lòng về chất lượng sản phẩm sẽ ủng hộ shop khi có nhu cầu. Màu lần này không đẹp bằng mình mua lần trước. Video chỉ mang tính chất nhận xu.,1
"Quần có vải cũng mềm, mát. Màu đẹp. Nói chung hợp giá tiền. Mua mặc cũng phù hợp. Rất cám ơn shop và shopee.",1
Vải khá lag mỏng á nhưng mà mặc mát vô cùng thoải mái màu đẹp nói chung oklaaa,0
"Quần đẹp, chất liệu cũng tốt hơn đợt trước mua, giao hàng tương đối nhanh, shipper thân thiện",1
"Chất lượng gia công khá tốt so với giá tiền, chất vải mịn và nhẹ, được tặng thêm khẩu trang",1
"Hàng đúng mô tả, đường may đẹp, k có chỉ thừa, giao đúng màu, nói chung rất ưng.",1
"Ở SG nhận hàng tầm 7-10 ngày , quần rẻ, chất lượng giá 85k ổn. Sốp có gọi điện thoại xác nhận lại , chăm sóc KH tốt ...",1
"Mua 2 quần cùng loại chất vải khác nhau,1 cái quần màu trắng chất mềm nhưng bị thủng túi (shop ck 20k sửa quần) quần màu đen thì chất vải nilong. 2 chất vải mặc đều được",0
Hàng đẹp chuẩn bị hàng nhanh đặt hôm qua nay nhận được luôn r.trừ 1 sao do chiếc màu ghi chỉ gấu quần k được chắc chắn như chiếc xanh,1
"Vải gió mỏng nhẹ, phù hợp mùa hè, lớp lót bên trong ổn bằng vải không phải nylon. Khóa kéo là loại thường thôi.",0
"Ghét mỗi cái là màu ko như ảnh, màu trên ảnh đâu có xước xước như thực tế",2
